Assignment Fulfillment Entity 1,Assignment Fulfillment Entity 2,Role Demand type,Career Track,Location Radius,Source Location,Project Metro City,Project Supervising Entity,Sold,Client Contract Based,Assignment Title,Description,Requested Start Date,End Date,Status,Career Level From,Career Level To,Talent Segment,Assigned Role,Assignment Primary Specialization Level 1,Assignment Primary Specialization Level 2,Assignment Primary Specialization Level 3,Assignment Primary Specialization Level 4,Quadrant 1,Quadrant 2
Accenture Security , Security Practice,New,Client & Market,In Country,Melbourne,Canberra,Health & Public Service ,Yes,No,Security Tech Writer,"Strong written and verbal com skills.
Develop and maintain comprehensive IT and Cybersecurity policies, procedures, strategies, system documentation, and templates in accordance with and to satisfy agency requirements.
Maintain and implement knowledge of IT Infrastructure Library best practices 
Develop memorandums, reports, project plans, performance work statements and briefings as directed.
Provide grammatical and editorial reviews of documents. Experience in the research, preparation, writing, and editing of technical documents 
Expert knowledge of Microsoft Office Suite (Word, PowerPoint, and Visio).
Experience gathering, analyzing, and composing technical information into clear, legible documents to be used by tech and non-tech personnel.
Experience editing documents to ensure grammatical correctness and conducting research to ensure the use of proper technical terminology.
Indust recognized certs relating to IT security (CISSP, GIAC, CEH, TNCP, Security+, Network+, ITIL etc.)",2020-02-03T00:00,2020-06-30T00:00,Open - Need Project Feedback,9,8,Security                                ,Security Specialist,Technology,Technology Specialization L2,Security,Security Strategy,0,0
Accenture Technology , Technology Geographic Unit ,New,Client & Market,Any Location Globally,Riyadh,Riyadh,"Communications, Media & Technology ",Yes,No,Integration Functional,As a Integration Functional Designer responsible for documenting the requirements and getting them developed from offshore team.  Shall hold at least (1) SF certification,2020-04-05T00:00,2020-12-31T00:00,Open - Confirming Candidate,9,8,Business & Technology Integration       ,Business and Integration Architect,Technology,Technology Specialization L2,SAP,SAP Data Management,0,0
Accenture Technology , Technology Geographic Unit ,New,Client & Market,Any Location Globally,Riyadh,Riyadh,Financial Services ,Yes,Yes,Delivery Lead,"- Manage application operation (AO) day to day activities resolving incidents and service requests.
- Manage AO team both onshore and offshore covering level 1.5 to 3 support.
- Interact and manage client operation stakeholders, reporting operation status.
- Stabilize and improve overall application environment working with Client's other teams (Infra, Security, Business, etc.)
- Prepare daily / weekly / monthly operation reports to relevant client stakeholders.",2020-03-08T00:00,2022-12-31T00:00,Open - In Process,9,8,Portfolio & Delivery Management         ,Delivery Lead,Function,Function Specialization L2,CFO & EV,Enterprise Performance Mgmt,0,0
Accenture Digital , Accenture Applied Intelligence ,New,Client & Market,In Geographic Area,Kuala Lumpur,Kuala Lumpur,Products ,Yes,No,Data Scientist,Drive innovation and Intellectual property (IP) around specific analytics models and offerings,2020-02-15T00:00,2020-06-14T00:00,Open - Need Project Feedback,9,8,Analytics                               ,Analytics Practitioner,Function,Function Specialization L2,Supply Chain & Operations,Supply Chain Analytics,0,0
Accenture Technology , Technology Geographic Unit ,New,Client & Market,In Country,Sydney,Sydney,"Communications, Media & Technology ",Yes,No,SEO Chapters - CRM - Marketing Cloud Engineer,"Work directly with the client gathering requirements to analyze, design and/or implement technology best practice business changes to technology with business strategy and goals.",2020-02-17T00:00,2020-04-03T00:00,Open - In Process,9,8,Business & Technology Integration       ,Business and Integration Practitioner,Technology,Technology Specialization L2,Salesforce,Salesforce Marketing,0,0
Financial Services , FS AAPAC OU ,New,Client & Market,In Country,Sydney,Sydney,Financial Services ,Yes,No,Op Model SME,"- manage stakeholders and document operating model including and non restricted to:
- roles and responsibilities
- interaction models
- escalation routes, SLAs, etc.",2020-02-07T00:00,2020-08-31T00:00,Open - New,9,8,"Program, Project & Service Mgmt         ",Program/Project Manager,Function,No Function Category,No Function Specialization,,0,0
Financial Services , FS AAPAC OU ,New,Client & Market,In Country,Sydney,Sydney,Financial Services ,Yes,No,Functional Designer,"- document epics and high level requirements
- document stories and detailed business requirements
- document user journeys and storyboards
- engage and manage business stakeholders",2020-02-07T00:00,2020-08-31T00:00,Open - New,9,8,"Program, Project & Service Mgmt         ",Program/Project Manager,Function,No Function Category,No Function Specialization,,0,0
Financial Services , FS AAPAC OU ,New,Client & Market,In Country,Sydney,Sydney,Financial Services ,Yes,No,Technical Architect,Conduct fit gaps analysis and provide recommendations with regards to the solution blueprint and technical architecture.,2020-02-07T00:00,2020-08-31T00:00,Open - New,9,8,"Program, Project & Service Mgmt         ",Program/Project Manager,Function,No Function Category,No Function Specialization,,0,0
"Communications, Media & Technology ", CMT AAPAC OU ,New,Client & Market,In Country,Sydney,Sydney,"Communications, Media & Technology ",Yes,No,SOW28 Fixed Wireless - FW Outages Optimisation,Data Driven Process Improvement/ DMAIC,2020-02-24T00:00,2020-06-30T00:00,Open - In Process,9,8,Business & Technology Integration       ,Business Process Designer,Technology,Technology Specialization L2,Complex Program Del,Complex Program Delivery,0,0
"Communications, Media & Technology ", CMT AAPAC OU ,New,Client & Market,In Country,Sydney,Sydney,"Communications, Media & Technology ",Yes,No,SOW28 Fixed Wireless - Business Planning & Insights Support,Data Driven Process Improvement/ DMAIC,2020-02-10T00:00,2020-05-29T00:00,Open - In Process,9,8,Business & Technology Integration       ,Business Process Designer,Technology,Technology Specialization L2,Complex Program Del,Complex Program Delivery,0,0
"Communications, Media & Technology ", CMT AAPAC OU ,New,Client & Market,In Country,Sydney,Sydney,"Communications, Media & Technology ",Yes,No,SOW28 Fixed Wireless - Satellite Optimisation,Data Driven Process Improvement/ DMAIC,2020-02-24T00:00,2020-04-30T00:00,Open - New,9,8,Business & Technology Integration       ,Business Process Designer,Technology,Technology Specialization L2,Complex Program Del,Complex Program Delivery,0,0
"Communications, Media & Technology ", CMT AAPAC OU ,New,Client & Market,In Country,Sydney,Sydney,"Communications, Media & Technology ",Yes,No,0011072517 Review Devs & Tech - Quick Wins Implementation Senior Consultant,"Market sizing and segmentation analysis, strategic review",2020-03-02T00:00,2020-06-25T00:00,Open - New,9,8,Business & Technology Integration       ,Business Analyst,Technology,Technology Specialization L2,Complex Program Del,Complex Program Delivery,0,0
Other , Affiliated Companies ,New,Client & Market,In Country,Sydney,Sydney,Other ,Yes,No,Origin A000215073 NETS Replatform - 5-Minute Settlement Program Business Analyst @ 30%,"Analyze an organization and design its processes and systems, assessing the business model and its integration with technology. Assess current state, identify customer requirements, and define the future state and/or business solution. Research, gather and synthesize information.",2020-02-10T00:00,2020-05-01T00:00,Open - Confirming Candidate,9,8,Business and Tech Integration           ,Business Analyst,Technology,Technology Specialization L2,Microsoft,Microsoft Development,0,0
Other , Affiliated Companies ,New,Client & Market,In Country,Sydney,Sydney,Other ,Yes,No,Origin A000215073 NETS Replatform - 5-Minute Settlement Program Data Consultant / .NET consultant wi,"Provide functional and/or technical expertise to plan, analyze, define and support the delivery of future functional and technical capabilities for an application or group of applications. Assist in facilitating impact assessment efforts and in producing and reviewing estimates for client work requests.",2020-04-13T00:00,2020-06-19T00:00,Open - Confirming Candidate,9,8,Software Engineering                    ,Application Architect,Technology,Technology Specialization L2,Microsoft,Microsoft Development,0,0
